更新说明,#genre#
求索纪录,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IASHttpSessionId=OTT19019320240419154124000281
求索生活,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281
求索动物,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSessionId=OTT19019320240419154124000281
求索科学,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011&IASHttpSessionId=OTT19019320240419154124000281
睛彩竞技,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226124/index.m3u8
睛彩篮球,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226147/index.m3u8
睛彩青少,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226508/index.m3u8
睛彩广场舞,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/index.m3u8

🛰[IPV6]咪咕直播,#genre#
赛事咪咕-01,http://111.13.111.242/000000001000/3000000001000005308/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225895/index.m3u8
赛事咪咕-02,http://111.13.111.242/000000001000/3000000001000005969/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
赛事咪咕-03,http://111.13.111.242/000000001000/3000000001000007218/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
赛事咪咕-04,http://111.13.111.242/000000001000/3000000001000008001/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
赛事咪咕-05,http://111.13.111.242/000000001000/3000000001000008176/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225611/index.m3u8
赛事咪咕-06,http://111.13.111.242/000000001000/3000000001000008379/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225613/index.m3u8
赛事咪咕-07,http://111.13.111.242/000000001000/3000000001000010129/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225619/index.m3u8
赛事咪咕-08,http://111.13.111.242/000000001000/3000000001000010948/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4011]/PLTV/88888888/224/3221225643/index.m3u8
赛事咪咕-09,http://111.13.111.242/000000001000/3000000001000026778/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225645/index.m3u8
赛事咪咕-10,http://111.13.111.242/000000001000/3000000001000028638/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4016]/PLTV/88888888/224/3221225647/index.m3u8
赛事咪咕-11,http://111.13.111.242/000000001000/3000000001000031494/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4022]/PLTV/88888888/224/3221225648/index.m3u8
赛事咪咕-12,http://111.13.111.242/000000001000/3000000010000000097/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4003]/PLTV/88888888/224/3221225649/index.m3u8
赛事咪咕-13,http://111.13.111.242/000000001000/3000000010000002019/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4003]/PLTV/88888888/224/3221225650/index.m3u8
赛事咪咕-14,http://111.13.111.242/000000001000/3000000010000002032/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4014]/PLTV/88888888/224/3221225652/index.m3u8
赛事咪咕-15,http://111.13.111.242/000000001000/3000000010000002809/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4013]/PLTV/88888888/224/3221225653/index.m3u8
赛事咪咕-16,http://111.13.111.242/000000001000/3000000010000003915/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225654/index.m3u8
赛事咪咕-17,http://111.13.111.242/000000001000/3000000010000004193/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4019]/PLTV/88888888/224/3221225658/index.m3u8
赛事咪咕-18,http://111.13.111.242/000000001000/3000000010000004464/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4012]/PLTV/88888888/224/3221225660/index.m3u8
赛事咪咕-19,http://111.13.111.242/000000001000/3000000010000005837/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225662/index.m3u8
赛事咪咕-20,http://111.13.111.242/000000001000/3000000010000006077/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221225733/index.m3u8
赛事咪咕-21,http://111.13.111.242/000000001000/3000000010000006658/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4048]/PLTV/88888888/224/3221225735/index.m3u8
赛事咪咕-22,http://111.13.111.242/000000001000/3000000010000006944/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225737/index.m3u8
赛事咪咕-23,http://111.13.111.242/000000001000/3000000010000007692/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4074]/PLTV/88888888/224/3221225739/index.m3u8
赛事咪咕-24,http://111.13.111.242/000000001000/3000000010000009788/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4058]/PLTV/88888888/224/3221225620/index.m3u8
赛事咪咕-25,http://111.13.111.242/000000001000/3000000010000010833/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225639/index.m3u8
赛事咪咕-26,http://111.13.111.242/000000001000/3000000010000011112/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225641/index.m3u8
赛事咪咕-27,http://111.13.111.242/000000001000/3000000010000011297/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
赛事咪咕-28,http://111.13.111.242/000000001000/3000000010000011518/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4030]/PLTV/88888888/224/3221225754/index.m3u8
赛事咪咕-29,http://111.13.111.242/000000001000/3000000010000011763/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225756/index.m3u8
赛事咪咕-30,http://111.13.111.242/000000001000/3000000010000011873/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225758/index.m3u8
赛事咪咕-31,http://111.13.111.242/000000001000/3000000010000012398/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225760/index.m3u8
赛事咪咕-32,http://111.13.111.242/000000001000/3000000010000012450/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4041]/PLTV/88888888/224/3221226053/index.m3u8
赛事咪咕-33,http://111.13.111.242/000000001000/3000000010000012558/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
赛事咪咕-34,http://111.13.111.242/000000001000/3000000010000012616/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
赛事咪咕-35,http://111.13.111.242/000000001000/3000000010000015470/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
赛事咪咕-36,http://111.13.111.242/000000001000/3000000010000015560/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::402a]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
赛事咪咕-37,http://111.13.111.242/000000001000/3000000010000017389/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225895/index.m3u8
赛事咪咕-38,http://111.13.111.242/000000001000/3000000010000017678/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4028]/PLTV/88888888/224/3221225897/index.m3u8
赛事咪咕-39,http://111.13.111.242/000000001000/3000000010000017997/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4061]/PLTV/88888888/224/3221225899/index.m3u8
赛事咪咕-40,http://111.13.111.242/000000001000/3000000010000019380/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4009]/PLTV/88888888/224/3221225901/index.m3u8
赛事咪咕-41,http://111.13.111.242/000000001000/3000000010000019839/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225903/index.m3u8
赛事咪咕-42,http://111.13.111.242/000000001000/3000000010000020168/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221226046/index.m3u8
赛事咪咕-43,http://111.13.111.242/000000001000/3000000010000021904/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4051]/PLTV/88888888/224/3221225905/index.m3u8
赛事咪咕-44,http://111.13.111.242/000000001000/3000000010000023434/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4055]/PLTV/88888888/224/3221225910/index.m3u8
赛事咪咕-45,http://111.13.111.242/000000001000/3000000010000024205/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221225912/index.m3u8
赛事咪咕-46,http://111.13.111.242/000000001000/3000000010000024691/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4027]/PLTV/88888888/224/3221225914/index.m3u8
赛事咪咕-47,http://111.13.111.242/000000001000/3000000010000025380/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221226027/index.m3u8
赛事咪咕-48,http://111.13.111.242/000000001000/3000000010000025943/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=#http://[2409:8087:1a01:df::4068]/PLTV/88888888/224/3221226031/index.m3u8
赛事咪咕-49,http://111.13.111.242/000000001000/3000000010000027318/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕-50,http://111.13.111.242/000000001000/3000000010000027638/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕-51,http://111.13.111.242/000000001000/3000000010000027691/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕-52,http://111.13.111.242/000000001000/3000000010000031669/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕-53,http://111.13.111.242/000000001000/3000000010000032106/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕-4K,http://111.13.111.242/000000001000/3000000010000005180/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=

📀重温经典,#genre#
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
重温经典,http://mtw.so/5NPX0U
神乐影院-1台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐影院-2台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
存亡之战Tc版,https://v11.qrssv.com/202410/07/keN6NnC96w8/video/2000k_1080/hls/index.m3u8
粤语戏曲轮播,p3p://108.181.32.169:44171/64336236000b18a12210b67722665e99
粤语戏曲轮播,P2p://generationnexxxt.com:19806/131a3f2bbae740fc982903c576a97920
粤语长片轮播,p3p://108.181.32.169:44171/643361c7000d4bee220f05703b541d41
粤语长片轮播,P2p://generationnexxxt.com:19806/3d6644cc478648c2952a8c69cb9fccf5
粤剧白蛇传情,http://cfss.cc/cdn/hy/19743437.m3u8
粤剧白蛇传情,http://159.75.85.63:35455/huya/19743437
国语译制电影,http://cfss.cc/cdn/dyu/2436390.m3u8
第一滴血全集,http://mitv.ts138.top/yy/1354932355
敢死队全轮播,http://mitv.ts138.top/yy/1382735573
速度与激情集,http://mitv.ts138.top/yy/1382736911
漫威系列轮播,http://mitv.ts138.top/yy/1354932402
变形金刚轮播,http://mitv.ts138.top/yy/1382736803
哈利波特全集,http://mitv.ts138.top/yy/1382745105
夺宝奇兵全集,http://mitv.ts138.top/yy/1382736833
机械战警全集,http://mitv.ts138.top/yy/1382736854
古惑仔国轮播,http://mitv.ts138.top/yy/1458015189
黑衣一二轮播,http://mitv.ts138.top/yy/1354930936
叠影重重全集,http://mitv.ts138.top/yy/1382735570
美剧解说轮播,http://cfss.cc/cdn/dyu/9643264.m3u8
经典美剧解说,http://cfss.cc/cdn/dyu/9123570.m3u8
雪中悍刀行剧,http://cfss.cc/cdn/hy/11336592.m3u8
雪中悍刀行剧,http://159.75.85.63:35455/huya/11336592
庆余年电视剧,http://cfss.cc/cdn/hy/11352960.m3u8
庆余年电视剧,http://159.75.85.63:35455/huya/11352960
琅琊榜电视剧,http://zby.xjqxz.top/lyb/live.m3u8
83射雕英雄传,http://mitv.ts138.top/yy/1354210357
95神雕侠侣粤,http://mitv.ts138.top/yy/1354926637
96笑傲江湖版,http://mitv.ts138.top/yy/1354930909
87经典红楼梦,http://mitv.ts138.top/yy/1382745084
新白娘子轮播,http://mitv.ts138.top/yy/1354930969
仙剑奇侠传剧,http://mitv.ts138.top/yy/1382749903
花千骨电视剧,http://mitv.ts138.top/yy/1354943110
少年歌行剧集,http://mitv.ts138.top/yy/1450556636
鹊刀门传奇剧,http://mitv.ts138.top/yy/1355344777
三生三世轮播,http://zby.xjqxz.top/sssszss/live.m3u8
甄嬛传电视剧,http://zby.xjqxz.top/live8/live.m3u8
甄嬛传电视剧,http://cfss.cc/cdn/hy/30145009.m3u8
甄嬛传电视剧,http://159.75.85.63:35455/huya/30145009
芈月传电视剧,http://cfss.cc/cdn/hy/11352975.m3u8
芈月传电视剧,http://159.75.85.63:35455/huya/11352975
延禧攻略轮播,http://cfss.cc/cdn/hy/26355864.m3u8
延禧攻略轮播,http://159.75.85.63:35455/huya/26355864
卿卿日常轮播,http://zby.xjqxz.top/qqrc/live.m3u8
知否知否轮播,http://zby.xjqxz.top/zfzf/live.m3u8
与凤行电视剧,http://cfss.cc/cdn/hy/26355866.m3u8
与凤行电视剧,http://159.75.85.63:35455/huya/26355866
开端电视轮播,http://cfss.cc/cdn/hy/11342397.m3u8
开端电视轮播,http://159.75.85.63:35455/huya/11342397
我的体育老师,http://mitv.ts138.top/yy/1382745169
如果岁月轮播,http://mitv.ts138.top/yy/1382736883
流金岁月轮播,http://mitv.ts138.top/yy/1382749906
向风而行轮播,http://zby.xjqxz.top/xfex/live.m3u8
欢乐颂电视剧,http://cfss.cc/cdn/dyu/3756989.m3u8
好先生电视剧,http://cfss.cc/cdn/dyu/9650792.m3u8
我的前半生剧,http://mitv.ts138.top/yy/1382735564
伪装者电视剧,http://mitv.ts138.top/yy/1354936244
警察荣誉轮播,http://zby.xjqxz.top/live16/live.m3u8
雪豹电视轮播,http://cfss.cc/cdn/hy/29580970.m3u8
雪豹电视轮播,http://159.75.85.63:35455/yy/1354931585/huya/29580970
火蓝刀锋轮播,http://mitv.ts138.top/yy/1382737892
二炮手电视剧,http://mitv.ts138.top/yy/1354930964
炮神电视轮播,http://mitv.ts138.top/yy/22089862
风筝电视轮播,http://mitv.ts138.top/yy/1354931585
武林外传轮播,http://mitv.ts138.top/yy/1355652820
科幻Fans轮播,http://cfss.cc/cdn/dyu/3508304.m3u8
科幻解说轮播,http://cfss.cc/cdn/dyu/9338839.m3u8
科幻梦工场播,http://cfss.cc/cdn/hy/15152155.m3u8
科幻梦工场播,http://159.75.85.63:35455/huya/15152155
笑声传奇轮播,http://mitv.ts138.top/yy/1382736880
笑傲帮集轮播,http://mitv.ts138.top/yy/1382735555
笑傲江湖一季,http://mitv.ts138.top/yy/1382749896
笑傲江湖二季,http://mitv.ts138.top/yy/1382736914
欢乐集结号播,http://mitv.ts138.top/yy/1354931582
欢乐集结号三,http://mitv.ts138.top/yy/1382736822
欢乐集结号四,http://mitv.ts138.top/yy/1382736889
金星脱口秀播,http://mitv.ts138.top/yy/1382735552
脱口秀大会肆,http://cfss.cc/cdn/hy/30080243.m3u8
脱口秀大会肆,http://159.75.85.63:35455/huya/30080243
脱口秀大会伍,http://cfss.cc/cdn/hy/11352875.m3u8
脱口秀大会伍,http://159.75.85.63:35455/huya/11352875
吐槽大会京都,http://mitv.ts138.top/yy/1354936210
吐槽大会海天,http://mitv.ts138.top/yy/1354932379
吐槽大会二季,http://mitv.ts138.top/yy/1354936145
吐槽大会五季,http://mitv.ts138.top/yy/1354889009
娱乐扒叔轮播,http://cfss.cc/cdn/dyu/9624581.m3u8
粤语剧集轮播,http://cfss.cc/cdn/dyu/10338873.m3u8
粤语港集轮播,http://cfss.cc/cdn/dyu/9978661.m3u8
粤语轮播港剧,http://cfss.cc/cdn/dyu/9019945.m3u8
粤语经典综艺,http://cfss.cc/cdn/dyu/7919720.m3u8
粤语星爷电影,http://cfss.cc/cdn/hy/11336587.m3u8
粤语星爷电影,http://159.75.85.63:35455/huya/11336587
粤语极清电影,https://pullhw.zhaoyangyang.cn/live/8727408.flv?auth_info=wsAuhJQ6P6j3PWzIA2I9WYYWQWFtVdTnzYDaeGuhuMc%3D.4c593579354d7668676b374743417659
粤语版电影一,http://cfss.cc/cdn/dyu/5033502.m3u8
粤语版电影二,http://cfss.cc/cdn/dyu/6566671.m3u8
粤语版电影三,http://cfss.cc/cdn/dyu/1226741.m3u8
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视频道,http://wouu.net:9977/udp/239.93.0.156:2193
动作电影频道,http://58.59.47.242:8180/TV00000000000000000030@HHZT
家庭影院频道,http://58.59.47.242:8180/TV00000000000000000029@HHZT
影迷电影频道,http://58.59.47.242:8180/TV00000000000000000031@HHZT
大湾区音乐会,https://vod2-nflive.southcn.com/6c9b613dvodcq1500007626/690b5f141397757893540164754/playlist_eof.m3u8
金庸剧场,http://live.dxms.top/dwy/jyjc.php
星光剧场,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
游击队,https://live.metshop.top/huya/11352936?cdn=txcdn
狼毒花,https://live.metshop.top/huya/11602042?cdn=txcdn
樱桃小丸子,https://live.metshop.top/huya/11342394?cdn=txcdn
网球王子,https://live.metshop.top/huya/11352882?cdn=txcdn
新水浒传11版,https://live.metshop.top/huya/11342384?cdn=txcdn
笑傲江湖吕颂贤版,https://live.metshop.top/huya/23865142?cdn=txcdn
倚天屠龙记吴启华版,https://live.metshop.top/huya/23734246?cdn=txcdn
新三国,https://live.metshop.top/huya/11352944?cdn=txcdn
雍正王朝,https://live.metshop.top/huya/11342439?cdn=txcdn
封神榜陈浩民版,https://live.metshop.top/huya/23749096?cdn=txcdn
少年张三丰,https://live.metshop.top/huya/26355824?cdn=txcdn
倚天屠龙记,https://live.metshop.top/huya/11342403?cdn=txcdn
花千骨,https://live.metshop.top/huya/26355839?cdn=txcdn
延禧攻略,https://live.metshop.top/huya/26355864?cdn=txcdn
爱情公寓,https://live.metshop.top/huya/11336726?cdn=txcdn
邻里一家亲,https://live.metshop.top/huya/11342426?cdn=txcdn
鬼吹灯之云南虫谷,https://live.metshop.top/huya/11352898?cdn=txcdn
鬼吹灯之南海归墟,https://live.metshop.top/huya/11352883?cdn=txcdn
鉴证实录,https://live.metshop.top/huya/23903183?cdn=txcdn
陀枪师姐,https://live.metshop.top/huya/23860039?cdn=txcdn
创世纪,https://live.metshop.top/huya/23749083?cdn=txcdn
经典喜剧,http://live.dxms.top/dwy/jdxj1.php
经典喜剧,http://live.dxms.top/dwy/jdxj.php
抗战剧,http://live.iill.top/yy.php?id=1507704566
封神榜86版,http://live.iill.top/yy.php?id=1353426319
红楼梦87版,http://live.iill.top/yy.php?id=1382745084
三国演义94版,http://live.iill.top/yy.php?id=1354930932
新水浒传11版,http://159.75.85.63:35455/huya/11342384?cdn=txcdn
新水浒传11版,http://159.75.85.63:35455/huya/11342384?cdn=hscdn
新水浒传11版,http://159.75.85.63:35455/huya/11342384?cdn=hwcdn
天龙八部黄日华版,http://live.iill.top/yy.php?id=1351814644
神雕侠侣古天乐版,http://159.75.85.63:35455/huya/23865171?cdn=hwcdn
笑傲江湖吕颂贤版,http://159.75.85.63:35455/huya/23865142?cdn=txcdn
笑傲江湖吕颂贤版,http://159.75.85.63:35455/huya/23865142?cdn=hwcdn
倚天屠龙记吴启华版,http://159.75.85.63:35455/huya/23734246?cdn=txcdn
倚天屠龙记吴启华版,http://159.75.85.63:35455/huya/23734246?cdn=hwcdn
倚天屠龙记苏有朋版,http://live.iill.top/yy.php?id=1449856066
包青天93,http://live.iill.top/yy.php?id=1356158015
神雕侠侣,http://live.iill.top/yy.php?id=1351762426
鹿鼎记,http://live.iill.top/yy.php?id=28265277
笑傲江湖,http://live.iill.top/yy.php?id=1354930909
武林外传,http://live.iill.top/yy.php?id=21092633
四大名捕,http://live.iill.top/yy.php?id=1354936203
笑傲江湖2,http://live.iill.top/yy.php?id=1354282410
寻秦记,http://live.iill.top/yy.php?id=1382851591
寒山潜龙,http://live.iill.top/yy.php?id=1382745103
隋唐英雄传,http://live.iill.top/yy.php?id=1352475619
老三国,http://159.75.85.63:35455/huya/11602081?cdn=hwcdn
新三国,http://159.75.85.63:35455/huya/11352944?cdn=txcdn
新三国,http://159.75.85.63:35455/huya/11352944?cdn=hscdn
新三国,http://159.75.85.63:35455/huya/11352944?cdn=hwcdn
庆余年,http://159.75.85.63:35455/huya/11352960?cdn=txcdn
庆余年,http://159.75.85.63:35455/huya/11352960?cdn=hwcdn
雍正王朝,http://159.75.85.63:35455/huya/11342439?cdn=txcdn
雍正王朝,http://159.75.85.63:35455/huya/11342439?cdn=hwcdn
少年包青天,http://live.iill.top/yy.php?id=1356043677
少年包青天1-3,http://live.iill.top/yy.php?id=38498680
少年包青天3,http://live.iill.top/yy.php?id=1382851540
风云雄霸天下,http://159.75.85.63:35455/huya/21059612?cdn=txcdn
风云雄霸天下,http://159.75.85.63:35455/huya/21059612?cdn=hscdn
风云雄霸天下,http://159.75.85.63:35455/huya/21059612?cdn=hwcdn
封神榜陈浩民版,http://159.75.85.63:35455/huya/23749096?cdn=hwcdn
少年张三丰,http://159.75.85.63:35455/huya/26355824?cdn=hwcdn
倚天屠龙记,http://159.75.85.63:35455/huya/11342403?cdn=txcdn
燕双鹰,http://live.iill.top/yy.php?id=1354143942
武工队传奇,http://live.iill.top/yy.php?id=22089862
打狗棍,http://live.iill.top/yy.php?id=39736069
地下交通站,http://live.iill.top/yy.php?id=37880083
地下交通站,http://live.iill.top/yy.php?id=1382736795
地下交通站,http://live.iill.top/yy.php?id=1353428972
地下交通站,http://159.75.85.63:35455/huya/11342433?cdn=hwcdn
小兵张嘎,http://live.iill.top/yy.php?id=1354930225
游击队,http://159.75.85.63:35455/huya/11352936?cdn=txcdn
狼毒花,http://159.75.85.63:35455/huya/11602042?cdn=txcdn
二炮手,http://live.iill.top/yy.php?id=1354930964
老农民,http://159.75.85.63:35455/huya/29580971?cdn=txcdn
新水浒传11版,http://cfss.cc/cdn/hy/11342384.flv
笑傲江湖吕颂贤版,http://cfss.cc/cdn/hy/23865142.flv
鹿鼎记陈小春版,http://cfss.cc/cdn/hy/23865080.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/hy/11342396.flv
康熙王朝,http://cfss.cc/cdn/hy/11352940.flv
雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
庆余年,http://cfss.cc/cdn/hy/11352960.flv
爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
繁花,http://cfss.cc/cdn/hy/21059580.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/hy/29465863.flv
鬼吹灯之昆仑神宫,http://cfss.cc/cdn/hy/11601957.flv
鬼吹灯之南海归墟,https://live.metshop.top/huya/11352883
刑事侦缉档案,http://cfss.cc/cdn/hy/23734169.flv
鉴证实录,http://cfss.cc/cdn/hy/23903183.flv
扫黄先锋,http://cfss.cc/cdn/hy/23903196.flv
陀枪师姐,http://cfss.cc/cdn/hy/23860039.flv
创世纪,http://cfss.cc/cdn/hy/23749083.flv
楚汉骄雄,http://cfss.cc/cdn/hy/23740156.flv
大唐双龙传,http://cfss.cc/cdn/hy/23728674.flv
鬼吹灯之云南虫谷,https://live.metshop.top/huya/11352898
法证先锋Ⅳ,http://cfss.cc/cdn/hy/23829543.flv
中华小当家,http://159.75.85.63:35455/huya/24257300?cdn=hwcdn
网球王子,http://159.75.85.63:35455/huya/11352882?cdn=txcdn
斗罗大陆,http://159.75.85.63:35455/huya/11352906?cdn=hscdn
